,population,female,male,total_deaths,total_cases,clusters,cluster
2768,48198,24001,24197,167.0,12872.0,0,pink
2769,7802,3825,3977,37.0,2252.0,0,pink
2770,64639,32215,32424,292.0,19744.0,0,pink
2771,43815,22008,21807,309.0,9786.0,0,pink
2772,8571,4133,4438,47.0,1646.0,0,pink
2773,18114,9184,8930,101.0,4488.0,0,pink
2774,14369,7192,7177,57.0,4504.0,0,pink
2775,12131,5923,6208,70.0,4546.0,0,pink
2776,6443,3163,3280,0.0,1.0,0,pink
2777,53001,26114,26887,0.0,0.0,0,pink
2778,122336,60982,61354,0.0,46.0,0,pink
2779,20356,10301,10055,0.0,2.0,0,pink
2780,612,253,359,0.0,0.0,0,pink
2781,340621,169037,171584,458.0,119494.0,0,pink
2782,20219,9907,10312,0.0,3.0,0,pink
2783,10248,5014,5234,0.0,3.0,0,pink
2784,5017,2423,2594,0.0,2.0,0,pink
2785,9616,4837,4779,0.0,5.0,0,pink
2786,49691,24857,24834,0.0,17.0,0,pink
2787,10948,5358,5590,0.0,0.0,0,pink
2788,7350,3657,3693,0.0,3.0,0,pink
2789,12733,6188,6545,0.0,0.0,0,pink
2790,11391,5567,5824,0.0,0.0,0,pink
2791,1904,884,1020,0.0,0.0,0,pink
2792,2350,1198,1152,0.0,0.0,0,pink
2793,1120805,558262,562543,1820.0,408568.0,1,purple
2794,15281,7611,7670,53.0,5111.0,0,pink
2795,29366,13954,15412,0.0,0.0,0,pink
2796,21118,10303,10815,0.0,0.0,0,pink
2797,40511,19745,20766,28.0,15921.0,0,pink
2798,65185,32314,32871,115.0,24988.0,0,pink
2799,36323,17827,18496,0.0,6.0,0,pink
2800,590440,292184,298256,883.0,225635.0,1,purple
2801,30523,14979,15544,40.0,12183.0,0,pink
2802,160537,81037,79500,1.0,83.0,0,pink
2803,2694,1297,1397,0.0,0.0,0,pink
2804,247731,123329,124402,0.0,0.0,0,pink
2805,36939,18667,18272,33.0,6984.0,0,pink
2806,35920,18309,17611,94.0,12204.0,0,pink
2807,30425,15207,15218,41.0,6594.0,0,pink
2808,162052,82505,79547,230.0,39595.0,0,pink
2809,6208,3073,3135,4.0,1484.0,0,pink
2810,49025,24668,24357,86.0,11677.0,0,pink
2811,6965,3489,3476,8.0,1297.0,0,pink
2812,25268,12677,12591,30.0,4414.0,0,pink
2813,28937,14580,14357,18.0,5922.0,0,pink
2814,26911,13386,13525,49.0,7156.0,0,pink
2815,59273,30194,29079,99.0,17068.0,0,pink
2816,58477,29661,28816,80.0,14242.0,0,pink
2817,43150,22213,20937,53.0,9040.0,0,pink
2818,55427,28375,27052,68.0,11733.0,0,pink
2819,32742,16881,15861,120.0,9105.0,0,pink
2820,106355,55499,50856,223.0,25321.0,0,pink
2821,156505,81159,75346,258.0,45754.0,0,pink
2822,15286,7766,7520,122.0,5003.0,0,pink
2823,12854,6202,6652,70.0,3589.0,0,pink
2824,31882,16524,15358,118.0,9660.0,0,pink
2825,15577,8014,7563,63.0,5028.0,0,pink
2826,231803,115984,115819,384.0,66561.0,0,pink
2827,74701,36804,37897,277.0,25651.0,0,pink
2828,4393,2083,2310,26.0,1192.0,0,pink
2829,77908,39602,38306,288.0,22325.0,0,pink
2830,6447,2905,3542,27.0,2456.0,0,pink
2831,33222,16834,16388,122.0,10008.0,0,pink
2832,16843,8839,8004,115.0,6247.0,0,pink
2833,16665,7773,8892,56.0,4097.0,0,pink
2834,22138,10983,11155,154.0,6217.0,0,pink
2835,17004,7582,9422,65.0,4997.0,0,pink
2836,6399,3554,2845,50.0,2538.0,0,pink
2837,55170,28434,26736,250.0,17830.0,0,pink
2838,30184,15046,15138,98.0,9146.0,0,pink
2839,29738,14775,14963,188.0,9810.0,0,pink
2840,6995,3554,3441,33.0,1735.0,0,pink
2841,12095,6114,5981,55.0,3463.0,0,pink
2842,47042,24212,22830,114.0,13788.0,0,pink
2843,237820,121632,116188,581.0,64119.0,0,pink
2844,339447,175913,163534,893.0,99776.0,0,pink
2845,14365,7032,7333,61.0,3581.0,0,pink
2846,17593,9540,8053,116.0,6455.0,0,pink
2847,5582,2840,2742,33.0,2115.0,0,pink
2848,5113,2612,2501,27.0,1476.0,0,pink
2849,50450,25201,25249,191.0,14779.0,0,pink
2850,9786,4956,4830,31.0,1857.0,0,pink
2851,41512,22471,19041,316.0,15482.0,0,pink
2852,14960,7375,7585,73.0,4944.0,0,pink
2853,28308,14298,14010,111.0,7517.0,0,pink
2854,5381,2973,2408,59.0,1729.0,0,pink
2855,11036,6074,4962,44.0,2855.0,0,pink
2856,1143529,576883,566646,1785.0,260688.0,1,purple
2857,23865,12064,11801,56.0,2790.0,0,pink
2858,14067,7050,7017,34.0,3572.0,0,pink
2859,69115,34832,34283,174.0,16644.0,0,pink
2860,15666,7842,7824,56.0,3727.0,0,pink
2861,26282,14277,12005,57.0,6906.0,0,pink
2862,56233,28701,27532,236.0,14281.0,0,pink
2863,8211,4600,3611,64.0,2917.0,0,pink
2864,85153,42748,42405,297.0,26693.0,0,pink
2865,28469,15405,13064,63.0,7417.0,0,pink
2866,6638,3464,3174,92.0,3677.0,0,pink
2867,16814,8562,8252,64.0,5416.0,0,pink
2868,37161,18833,18328,126.0,9647.0,0,pink
2869,22482,11353,11129,66.0,5781.0,0,pink
2870,15811,7816,7995,105.0,5712.0,0,pink
2871,19410,9960,9450,68.0,5156.0,0,pink
2872,11659,4323,7336,53.0,4150.0,0,pink
2873,34779,18141,16638,196.0,9651.0,0,pink
2874,135583,70308,65275,378.0,38549.0,0,pink
2875,104449,53227,51222,359.0,29035.0,0,pink
2876,53391,27811,25580,207.0,16138.0,0,pink
2877,325642,171395,154247,1127.0,90906.0,0,pink
2878,51588,26722,24866,342.0,16488.0,0,pink
2879,2214,1171,1043,7.0,504.0,0,pink
2880,22408,12033,10375,133.0,8082.0,0,pink
2881,36372,18628,17744,138.0,9216.0,0,pink
2882,74153,38269,35884,160.0,21373.0,0,pink
2883,25890,12894,12996,61.0,6934.0,0,pink
2884,16497,8384,8113,56.0,4737.0,0,pink
2885,7052,3514,3538,18.0,1498.0,0,pink
2886,10804,5696,5108,43.0,2345.0,0,pink
2887,24134,11526,12608,135.0,8491.0,0,pink
2888,7110,3200,3910,42.0,3500.0,0,pink
2889,385143,194406,190737,461.0,97441.0,0,pink
2890,35380,18004,17376,108.0,8965.0,0,pink
2891,12278,6017,6261,48.0,3387.0,0,pink
2892,80131,42616,37515,360.0,26102.0,0,pink
2893,13139,6789,6350,50.0,3240.0,0,pink
2894,41457,20682,20775,89.0,11964.0,0,pink
2895,16423,7855,8568,34.0,4925.0,0,pink
2896,13101,7234,5867,140.0,4842.0,0,pink
2897,8796,4504,4292,31.0,2079.0,0,pink
2898,30847,15938,14909,152.0,7869.0,0,pink
2899,10700,5518,5182,57.0,2542.0,0,pink
2900,97997,47259,50738,217.0,25339.0,0,pink
2901,14812,7614,7198,46.0,3499.0,0,pink
2902,21103,10500,10603,50.0,6069.0,0,pink
2903,180145,92924,87221,465.0,49672.0,0,pink
2904,245592,117299,128293,554.0,53884.0,0,pink
2905,11957,6258,5699,81.0,2935.0,0,pink
2906,12223,6256,5967,52.0,2735.0,0,pink
2907,3990,2198,1792,27.0,1851.0,0,pink
2908,15500,7097,8403,109.0,5700.0,0,pink
2909,35612,18194,17418,117.0,9396.0,0,pink
2910,23749,12074,11675,138.0,7053.0,0,pink
2911,17859,8963,8896,126.0,5071.0,0,pink
2912,31827,17176,14651,167.0,10927.0,0,pink
2913,61676,31435,30241,260.0,19175.0,0,pink
2914,12039,6183,5856,32.0,2980.0,0,pink
2915,95311,49392,45919,379.0,26601.0,0,pink
2916,28574,13325,15249,68.0,6397.0,0,pink
2917,22956,11463,11493,93.0,6880.0,0,pink
2918,37894,17282,20612,95.0,11634.0,0,pink
2919,456749,228798,227951,868.0,128018.0,1,purple
2920,34234,17096,17138,171.0,10926.0,0,pink
2921,17630,9205,8425,60.0,6439.0,0,pink
2922,7332,3702,3630,17.0,1465.0,0,pink
2923,8878,3950,4928,57.0,3841.0,0,pink
2924,223787,117565,106222,593.0,61940.0,0,pink
2925,93583,48733,44850,385.0,28995.0,0,pink
2926,99621,51846,47775,463.0,28752.0,0,pink
2927,22509,11324,11185,97.0,5303.0,0,pink
2928,79444,40534,38910,292.0,19117.0,0,pink
2929,27408,14037,13371,149.0,9617.0,0,pink
2930,25519,13617,11902,128.0,8706.0,0,pink
2931,22009,10920,11089,145.0,7713.0,0,pink
2932,43045,22001,21044,272.0,14068.0,0,pink
2933,31059,15758,15301,215.0,12167.0,0,pink
2934,17939,8594,9345,110.0,4517.0,0,pink
2935,131412,66842,64570,361.0,35354.0,0,pink
2936,144012,71472,72540,216.0,42026.0,0,pink
2937,24452,13254,11198,151.0,8368.0,0,pink
2938,89160,46075,43085,369.0,24369.0,0,pink
2939,6600,3397,3203,24.0,1460.0,0,pink
2940,11486,4655,6831,50.0,3172.0,0,pink
2941,42080,21239,20841,232.0,14180.0,0,pink
2942,450135,228850,221285,971.0,115384.0,1,purple
2943,39449,19783,19666,190.0,11512.0,0,pink
2944,54406,27555,26851,273.0,18444.0,0,pink
2945,21926,11266,10660,89.0,8066.0,0,pink
2946,17638,9009,8629,62.0,4359.0,0,pink
2947,14788,8061,6727,27.0,2461.0,0,pink
2948,27789,14216,13573,106.0,8228.0,0,pink
2949,39025,18535,20490,252.0,14340.0,0,pink
2950,28940,14828,14112,175.0,9890.0,0,pink
2951,67587,34356,33231,138.0,13786.0,0,pink
2952,19452,9608,9844,46.0,5674.0,0,pink
2953,22337,11616,10721,90.0,5613.0,0,pink
2954,194168,97029,97139,565.0,62615.0,0,pink
2955,75757,37993,37764,203.0,24220.0,0,pink
2956,74487,37630,36857,209.0,16067.0,0,pink
2957,465384,235292,230092,1062.0,112752.0,1,purple
2958,4001,2071,1930,20.0,773.0,0,pink
2959,105112,53175,51937,450.0,27342.0,0,pink
2960,41371,20550,20821,90.0,13328.0,0,pink
2961,7576,3692,3884,34.0,1849.0,0,pink
2962,90660,43515,47145,237.0,37175.0,0,pink
2963,2224,1125,1099,9.0,509.0,0,pink
2964,94860,46761,48099,245.0,31545.0,0,pink
2965,71967,34986,36981,262.0,20444.0,0,pink
2966,81636,40855,40781,127.0,13789.0,0,pink
2967,30856,15502,15354,36.0,4902.0,0,pink
2968,2163257,1080317,1082940,3542.0,550022.0,2,dark purple
2969,262475,128381,134094,459.0,52814.0,0,pink
2970,44825,22270,22555,94.0,10651.0,0,pink
2971,21396,10645,10751,63.0,4337.0,0,pink
2972,76947,38438,38509,315.0,20826.0,0,pink
2973,10435,5124,5311,32.0,2704.0,0,pink
2974,62627,30214,32413,203.0,15814.0,0,pink
2975,41638,20577,21061,140.0,10594.0,0,pink
2976,21281,10641,10640,78.0,5015.0,0,pink
2977,13219,6525,6694,44.0,3032.0,0,pink
2978,859840,432269,427571,1734.0,246723.0,1,purple
2979,16473,8517,7956,5.0,2015.0,0,pink
2980,123907,62531,61376,282.0,28985.0,0,pink
2981,11620,5759,5861,19.0,1806.0,0,pink
2982,786620,392094,394526,1453.0,207630.0,1,purple
2983,497875,250969,246906,1695.0,155763.0,1,purple
2984,44214,22270,21944,174.0,10143.0,0,pink
2985,274684,140282,134402,578.0,63426.0,0,pink
2986,4189,2189,2000,11.0,668.0,0,pink
2987,60236,29406,30830,200.0,19271.0,0,pink
2988,216812,109584,107228,388.0,49285.0,0,pink
2989,48593,23844,24749,107.0,11231.0,0,pink
2990,249325,124425,124900,884.0,83937.0,0,pink
2991,16730,8587,8143,86.0,6203.0,0,pink
2992,113495,57482,56013,361.0,45052.0,0,pink
2993,22817,11467,11350,117.0,8726.0,0,pink
2994,14282,7157,7125,54.0,5033.0,0,pink
2995,22772,11601,11171,128.0,6293.0,0,pink
2996,95318,48579,46739,472.0,34027.0,0,pink
2997,7396,3754,3642,15.0,2288.0,0,pink
2998,8785,4397,4388,56.0,2746.0,0,pink
2999,8536,3844,4692,22.0,2544.0,0,pink
3000,44126,22027,22099,246.0,16722.0,0,pink
3001,8205,3472,4733,27.0,2564.0,0,pink
3002,11641,5828,5813,64.0,4827.0,0,pink
3003,35347,18144,17203,195.0,12896.0,0,pink
3004,23363,11383,11980,77.0,7327.0,0,pink
3005,29680,15304,14376,169.0,8388.0,0,pink
3006,13842,6730,7112,55.0,5740.0,0,pink
3007,68209,34908,33301,313.0,26293.0,0,pink
3008,29018,14601,14417,167.0,8839.0,0,pink
3009,56179,28436,27743,164.0,18358.0,0,pink
3010,185710,96227,89483,929.0,59564.0,0,pink
3011,16276,8074,8202,100.0,7007.0,0,pink
3012,21078,10539,10539,100.0,7619.0,0,pink
3013,33801,17129,16672,208.0,12925.0,0,pink
3014,56497,28678,27819,226.0,20314.0,0,pink
3015,31645,15915,15730,177.0,11221.0,0,pink
3016,26939,13913,13026,117.0,8912.0,0,pink
3017,19217,9380,9837,92.0,7441.0,0,pink
3018,60486,31758,28728,303.0,23293.0,0,pink
3019,27278,13629,13649,172.0,10251.0,0,pink
3020,24741,12717,12024,139.0,10003.0,0,pink
3021,105252,50751,54501,239.0,31312.0,0,pink
3022,13467,6784,6683,54.0,5887.0,0,pink
3023,17624,8861,8763,81.0,5244.0,0,pink
3024,25324,12904,12420,118.0,9352.0,0,pink
3025,42547,22082,20465,213.0,13882.0,0,pink
3026,7056,3434,3622,24.0,2403.0,0,pink
3027,7507,3443,4064,50.0,2529.0,0,pink
3028,8531,4154,4377,40.0,2594.0,0,pink
3029,33837,16429,17408,152.0,11431.0,0,pink
3030,56652,28790,27862,247.0,20837.0,0,pink
3031,76232,38044,38188,436.0,30508.0,0,pink
3032,29065,14204,14861,107.0,12097.0,0,pink
3033,9932,4967,4965,38.0,3053.0,0,pink
3034,14205,7171,7034,54.0,4618.0,0,pink
3035,13018,7024,5994,75.0,3867.0,0,pink
3036,16951,8371,8580,87.0,5956.0,0,pink
3037,7027,3487,3540,40.0,2470.0,0,pink
3038,8909,4472,4437,37.0,2747.0,0,pink
3039,24605,12405,12200,112.0,9066.0,0,pink
3040,40708,20873,19835,152.0,11729.0,0,pink
3041,8518,4319,4199,38.0,2867.0,0,pink
3042,15614,8028,7586,101.0,5505.0,0,pink
3043,5797,2875,2922,28.0,1754.0,0,pink
3044,85556,44310,41246,396.0,27995.0,0,pink
3045,21711,11016,10695,143.0,9671.0,0,pink
3046,20073,9290,10783,73.0,5847.0,0,pink
3047,15712,7782,7930,45.0,4154.0,0,pink
3048,45252,22636,22616,160.0,16081.0,0,pink
3049,14992,7360,7632,49.0,4420.0,0,pink
3050,259786,130962,128824,629.0,102670.0,0,pink
3051,13167,6509,6658,14.0,4194.0,0,pink
3052,15258,7426,7832,49.0,5123.0,0,pink
3053,49807,24853,24954,139.0,16885.0,0,pink
3054,63635,30557,33078,219.0,22153.0,0,pink
3055,34491,17013,17478,138.0,9046.0,0,pink
3056,56954,27907,29047,149.0,19575.0,0,pink
3057,16288,7798,8490,34.0,5354.0,0,pink
3058,529843,266521,263322,652.0,178538.0,1,purple
3059,87776,41999,45777,385.0,32855.0,0,pink
3060,27439,13904,13535,91.0,8767.0,0,pink
3061,43402,21645,21757,98.0,14446.0,0,pink
3062,44498,22126,22372,84.0,15562.0,0,pink
3063,102991,52117,50874,222.0,36545.0,0,pink
3064,4337,2062,2275,18.0,1378.0,0,pink
3065,102315,52013,50302,324.0,39139.0,0,pink
3066,9018,4477,4541,57.0,3349.0,0,pink
3067,51828,24908,26920,163.0,15430.0,0,pink
3068,36864,18634,18230,66.0,11596.0,0,pink
3069,18757,9320,9437,73.0,6355.0,0,pink
3070,23620,11728,11892,36.0,6878.0,0,pink
3071,5715,2800,2915,51.0,1822.0,0,pink
3072,20506,9551,10955,49.0,6959.0,0,pink
3073,84652,42309,42343,273.0,26832.0,0,pink
3074,26419,12352,14067,78.0,9404.0,0,pink
3075,168330,85018,83312,733.0,56381.0,0,pink
3076,20360,10081,10279,71.0,6844.0,0,pink
3077,117850,60489,57361,221.0,43619.0,0,pink
3078,16735,8292,8443,34.0,4425.0,0,pink
3079,19164,9443,9721,108.0,6740.0,0,pink
3080,27848,13849,13999,167.0,8980.0,0,pink
3081,79407,39956,39451,221.0,25096.0,0,pink
3082,135264,67288,67976,548.0,49237.0,0,pink
3083,40537,20162,20375,150.0,14479.0,0,pink
3084,15207,7461,7746,78.0,4644.0,0,pink
3085,4579,2255,2324,16.0,2392.0,0,pink
3086,954209,492539,461670,2582.0,340082.0,1,purple
3087,45502,22483,23019,111.0,14721.0,0,pink
3088,37556,18369,19187,134.0,13346.0,0,pink
3089,35345,17621,17724,154.0,10904.0,0,pink
3090,184754,92513,92241,450.0,64526.0,0,pink
3091,88284,44942,43342,212.0,27765.0,0,pink
3092,7262,3566,3696,21.0,2319.0,0,pink
3093,41603,20962,20641,81.0,13565.0,0,pink
3094,43349,21507,21842,137.0,15144.0,0,pink
3095,70599,35091,35508,181.0,22769.0,0,pink
3096,13490,6677,6813,42.0,4053.0,0,pink
3097,195398,98696,96702,759.0,71095.0,0,pink
3098,17539,8705,8834,57.0,4978.0,0,pink
3099,161769,82115,79654,473.0,55150.0,0,pink
3100,14183,7074,7109,63.0,4198.0,0,pink
3101,63596,31849,31747,167.0,20969.0,0,pink
3102,16370,8031,8339,75.0,6568.0,0,pink
3103,41009,20488,20521,167.0,14506.0,0,pink
3104,115205,57283,57922,372.0,40144.0,0,pink
3105,87917,44018,43899,178.0,31139.0,0,pink
3106,20356,9971,10385,83.0,5775.0,0,pink
3107,29438,14506,14932,75.0,9928.0,0,pink
3108,30516,15214,15302,119.0,7649.0,0,pink
3109,21593,10662,10931,110.0,6504.0,0,pink
3110,103013,51639,51374,313.0,33258.0,0,pink
3111,15689,7918,7771,53.0,5034.0,0,pink
3112,134535,67781,66754,372.0,46670.0,0,pink
3113,398879,202776,196103,1243.0,139307.0,0,pink
3114,51444,25147,26297,268.0,16304.0,0,pink
3115,24116,11475,12641,97.0,7656.0,0,pink
3116,169926,84329,85597,418.0,63682.0,0,pink
3117,73274,37218,36056,271.0,26911.0,0,pink
3118,38102,18186,19916,54.0,11536.0,0,pink
3119,11901,5868,6033,67.0,3094.0,0,pink
3120,47708,23149,24559,161.0,13898.0,0,pink
3121,15477,7145,8332,55.0,5211.0,0,pink
3122,13997,6791,7206,59.0,3697.0,0,pink
3123,7410,3680,3730,32.0,1575.0,0,pink
3124,40076,19941,20135,204.0,16807.0,0,pink
3125,13438,6490,6948,65.0,4647.0,0,pink
3126,4680,2293,2387,20.0,1448.0,0,pink
3127,8515,4038,4477,21.0,2376.0,0,pink
3128,97692,48232,49460,320.0,31543.0,0,pink
3129,19011,9316,9695,38.0,4911.0,0,pink
3130,80610,39794,40816,310.0,25851.0,0,pink
3131,2448,1360,1088,12.0,884.0,0,pink
3132,29121,14845,14276,154.0,7757.0,0,pink
3133,8673,4174,4499,44.0,2298.0,0,pink
3134,30012,15160,14852,91.0,9957.0,0,pink
3135,9951,4584,5367,28.0,2343.0,0,pink
3136,44117,21235,22882,139.0,12497.0,0,pink
3137,23059,11148,11911,17.0,12157.0,0,pink
3138,20609,10104,10505,43.0,6444.0,0,pink
3139,8129,3992,4137,50.0,2818.0,0,pink
3140,7100,3332,3768,25.0,1927.0,0,pink
